model_name,top_n_assets,portfolio_total_return,benchmark_total_return,portfolio_volatility,benchmark_volatility,portfolio_sharpe,benchmark_sharpe,portfolio_max_drawdown,benchmark_max_drawdown,hit_rate,mae,rmse,r2
decision_tree,10,0.40904765874277804,0.43023427276804127,0.25214304004136795,0.1743198800181043,0.4022090708912796,0.504508281166427,-0.3315458328367358,-0.2064815408288725,0.5084745762711864,0.06722759628423805,0.09351111801782044,-0.03126458739753346
random_forest,10,0.9449761505589491,0.43023427276804127,0.30056154264201307,0.1743198800181043,0.5972284200879259,0.504508281166427,-0.23051050006388107,-0.2064815408288725,0.5423728813559322,0.06721774513275665,0.0932696565699139,-0.025945665925437345
xgboost,10,0.9537139848657934,0.43023427276804127,0.28575050127820273,0.1743198800181043,0.6151881160359175,0.504508281166427,-0.2157251111256151,-0.2064815408288725,0.5084745762711864,0.06738234105605193,0.09344523611609694,-0.029811974275634645
