model_name,top_n_assets,portfolio_total_return,benchmark_total_return,portfolio_volatility,benchmark_volatility,portfolio_sharpe,benchmark_sharpe,portfolio_max_drawdown,benchmark_max_drawdown,hit_rate,mae,rmse,r2
decision_tree,10,1.1352611772229682,0.43023427276804127,0.2800639996626393,0.1743198800181043,0.688513326360265,0.504508281166427,-0.2679645863694222,-0.2064815408288725,0.6101694915254238,0.06720296791405199,0.09324214330506743,-0.02534047550108154
random_forest,10,1.5079312756609777,0.43023427276804127,0.31126117640763157,0.1743198800181043,0.7512809540754102,0.504508281166427,-0.2236016355159527,-0.2064815408288725,0.5084745762711864,0.067276722648447,0.09323999470797474,-0.025293221800040344
xgboost,10,0.6587778502920503,0.43023427276804127,0.3003243265083218,0.1743198800181043,0.49065440811985533,0.504508281166427,-0.28741948114517035,-0.2064815408288725,0.5084745762711864,0.06754476926722844,0.0935927105487372,-0.03306501923809635
